vlogId mean.pitch sd.pitch mean.conf.pitch sd.conf.pitch mean.spec.entropy sd.spec.entropy mean.val.apeak sd.val.apeak mean.loc.apeak sd.loc.apeak mean.num.apeak sd.num.apeak mean.energy sd.energy mean.d.energy sd.d.energy avg.voiced.seg avg.len.seg time.speaking voice.rate num.turns hogv.entropy hogv.median hogv.cogR hogv.cogC
VLOG244 366.55 0.28552 0.83781 0.18564 3.2644 0.27504 0.16509 0.12614 0.0074917 0.53342 1.0944 0.34153 0.00020366 1.7101 -8.0154e-07 0.00016425 0.29107 1.6237 0.67599 0.039022 0.41633 6.935717 0.153846 152 143
VLOG246 217.18 0.56946 0.81022 0.26629 3.8895 0.27547 0.44559 0.32685 0.014196 0.59704 3.6291 2.3122 0.00056231 1.7529 -1.739e-05 0.00032669 0.34771 1.96 0.65351 0.033469 0.33342 7.672602 0.37286 131 167
VLOG247 259.98 0.27443 1.4784 0.45344 3.5086 0.36316 0.75932 0.18086 0.029473 0.37495 7.4383 2.6431 0.01707 1.2645 -5.0031e-05 0.0095587 0.32071 2.8386 0.80448 0.037135 0.28341 7.352125 0.267097 137 146
VLOG248 215.54 0.25029 1.4159 0.50073 3.9086 0.37445 0.71459 0.19301 0.027501 0.68474 8.6923 4.8009 0.0076959 1.735 -0.00010638 0.0049623 0.23573 1.632 0.59697 0.046791 0.36579 6.634146 0.155388 124 162
VLOG249 157.14 0.60615 0.81128 0.30761 3.7637 0.26348 0.70855 0.18894 0.015117 0.59436 5.8271 2.2379 0.0018407 1.4932 -1.9585e-05 0.00089166 0.24298 1.714 0.68578 0.045897 0.40011 7.270599 0.295604 144 146
VLOG250 141.18 0.63842 0.86403 0.26219 3.6001 0.32411 0.75661 0.2085 0.013847 0.2353 3.2535 2.2092 0.00062354 1.3363 -1.757e-05 0.00030639 0.24621 1.8287 0.73166 0.044112 0.40011 5.524751 0.035768 125 159
VLOG251 358.95 0.47521 0.62538 0.16813 3.0513 0.41127 0.38975 0.16204 0.011505 0.31609 1.7839 0.45495 0.00046706 2.4534 1.314e-05 0.0008936 0.59733 2.176 0.72553 0.022059 0.33342 6.857327 0.249204 130 129
VLOG252 146.47 0.43276 0.94573 0.33384 3.5053 0.24979 0.74561 0.17935 0.017768 0.66976 6.7166 2.5477 0.023514 0.75433 -0.00015073 0.0094045 0.41535 4.0148 0.8708 0.030043 0.2169 3.668625 0 148 153
VLOG253 236.52 0.31594 1.2338 0.49064 3.9116 0.29318 0.67743 0.22156 0.034459 0.84726 9.4498 4.7106 0.019785 1.6514 -5.4362e-05 0.014746 0.26292 0.98277 0.42598 0.046337 0.43345 7.364541 0.320442 110 154
VLOG254 208.64 0.449 1.3594 0.47265 3.6294 0.33179 0.72947 0.1877 0.025589 0.63029 6.984 4.0675 0.0063083 1.734 2.6932e-05 0.00514 0.24087 2.3924 0.7578 0.045407 0.31675 7.156054 0.154943 120 174
VLOG255 223.81 0.22458 1.4731 0.43122 3.6005 0.3661 0.79032 0.19043 0.024853 0.5325 6.2615 3.4998 0.0037366 2.5798 -6.079e-06 0.0025926 0.30205 1.3126 0.54708 0.03998 0.41678 6.069397 0.087912 121 159
VLOG256 139.07 0.31057 1.1166 0.35126 3.6198 0.2413 0.7811 0.16508 0.016627 0.39108 5.3386 1.9482 0.038469 1.018 -0.00023717 0.016258 0.17367 1.936 0.74233 0.054258 0.38344 5.872819 0.060194 136 192
VLOG257 323.48 0.48953 0.59423 0.18091 3.546 0.37862 0.62633 0.19873 0.0096795 0.1453 1.0812 0.27517 0.00090386 0.84368 -2.7947e-05 0.00044398 0.18165 6.584 0.82964 0.050729 0.12601 7.261531 0.304487 127 144
VLOG259 381.31 0.33719 0.76502 0.20856 3.3567 0.36823 0.45907 0.27631 0.0079114 0.40181 1.0996 0.34048 0.0013401 0.37285 -9.659e-06 0.00033905 0.25426 4.4996 0.67511 0.039905 0.15004 7.378388 0.281633 122 143
VLOG260 173.86 0.4968 1.2617 0.44135 3.3727 0.31336 0.82046 0.1275 0.018797 0.4478 5.4331 3.0397 0.0014339 1.0658 -5.8748e-06 0.00065812 0.32445 3.3355 0.8332 0.036776 0.2498 7.195935 0.283525 152 143
VLOG261 182.01 0.37832 1.2548 0.50775 3.7708 0.28106 0.70267 0.23576 0.024078 0.73942 8.0289 2.6597 0.015433 1.4919 -6.8662e-05 0.0059256 0.39966 1.3525 0.3833 0.032707 0.28341 6.347604 0.102639 134 105
VLOG262 196.5 0.43932 0.99081 0.34484 3.541 0.32491 0.71585 0.20136 0.021981 0.57499 6.427 2.0326 0.0010932 1.1995 3.0715e-06 0.00058217 0.25206 2.4036 0.72126 0.048077 0.30008 6.513281 0.134921 178 154
VLOG263 143.03 0.31268 1.2922 0.45329 3.523 0.29005 0.82258 0.1302 0.016257 0.49745 5.5774 3.4039 0.01131 0.97379 -4.1955e-05 0.0039172 0.27112 1.9352 0.67751 0.042913 0.35009 5.880649 0.040527 116 152
VLOG264 152.43 0.47123 1.0721 0.40994 3.8566 0.27224 0.70195 0.20109 0.017427 0.64576 5.8798 3.1576 0.0053755 1.2026 -6.9649e-05 0.0019144 0.33204 2.2096 0.73673 0.035119 0.33342 5.441368 0.04878 154 179
VLOG265 214.58 0.18806 2.1939 0.64996 3.5648 0.28796 0.88369 0.095625 0.022433 0.35805 7.2836 2.1366 0.025054 0.5344 -0.00035852 0.0060522 0.1939 1.936 0.69064 0.052066 0.35674 5.822057 0.050808 108 185
VLOG266 204.64 0.22001 1.2888 0.56519 3.5862 0.3489 0.71962 0.20828 0.020853 0.37306 4.0909 1.9369 0.0026018 1.5389 1.6277e-05 0.0014423 0.21593 1.6032 0.66818 0.047505 0.41678 3.37303 0 105 187
VLOG267 196.7 0.28207 1.5173 0.50232 3.9544 0.25746 0.74246 0.16298 0.024586 0.77488 9.4213 5.926 0.002243 1.5842 -1.4701e-05 0.0012766 0.20822 2.0678 0.72393 0.053427 0.35009 6.008099 0.056213 136 202
VLOG268 176.51 0.36232 1.3256 0.46749 3.9076 0.25452 0.68338 0.18813 0.022798 0.697 8.8593 4.2044 0.020549 1.1041 -5.4632e-05 0.0081474 0.38384 4.8464 0.80795 0.032354 0.16671 4.319121 0.01012 110 148
VLOG269 153.74 0.45226 0.95183 0.39117 3.8729 0.31421 0.66303 0.2386 0.018912 0.84401 5.7246 4.0694 0.00028922 1.9513 -1.7773e-06 0.00016816 0.31676 2.058 0.54895 0.038387 0.26674 7.339235 0.249956 135 154
VLOG270 161.95 0.51366 1.1383 0.49349 3.6795 0.26433 0.7094 0.19484 0.017858 0.77097 6.1917 3.054 0.039309 0.92905 -5.4876e-06 0.014107 0.31094 2.7661 0.78394 0.036067 0.28341 5.420451 0.042105 115 176
VLOG271 212.71 0.14079 1.6825 0.45498 3.5043 0.39955 0.80707 0.14902 0.023979 0.28166 6.6733 3.8877 0.0029896 1.0826 -3.9406e-05 0.0012361 0.26695 4.0413 0.80848 0.04388 0.20005 4.035163 0.002762 106 199
VLOG272 177.1 0.50871 0.91929 0.35737 3.7571 0.27245 0.63839 0.22272 0.0193 0.61464 6.0471 2.4464 0.0029264 2.1526 5.1047e-06 0.0021506 0.38758 2.594 0.69192 0.032768 0.26674 4.940702 0.020202 138 154
VLOG273 189.33 0.37131 1.1278 0.48206 3.7341 0.32713 0.67067 0.22588 0.025366 0.66767 7.4921 3.7396 0.046809 1.5117 -0.00045227 0.02441 0.47421 1.7558 0.55615 0.027818 0.31675 6.046103 0.036773 107 135
VLOG274 239.5 0.45098 1.0352 0.54847 3.8293 0.24182 0.57357 0.19313 0.016202 0.68266 5.1991 4.3872 0.0073691 1.4972 -1.4435e-05 0.0036753 0.29467 0.69221 0.21926 0.043796 0.31675 4.02276 0.011111 153 207
VLOG275 162.2 0.41758 0.99016 0.38407 3.6747 0.32809 0.6695 0.20566 0.018527 0.74457 6.421 3.5717 0.0037546 1.1288 -2.3905e-06 0.0015382 0.51467 2.2754 0.72073 0.026647 0.31675 6.437145 0.073241 123 163
VLOG276 204.88 0.26987 1.3243 0.47487 3.5058 0.28785 0.83694 0.11635 0.020267 0.55626 6.4288 2.8421 0.0006821 1.1917 -9.3434e-06 0.000345 0.19114 1.4581 0.55908 0.052958 0.38344 2.966745 0 100 190
VLOG277 159.21 0.61405 0.78197 0.29212 3.7586 0.31982 0.59479 0.23415 0.018049 0.77091 6.23 2.6448 0.003811 1.9344 -5.4874e-05 0.0033563 0.20982 1.69 0.67546 0.048521 0.39968 6.408609 0.115385 147 160
VLOG278 232.47 0.2281 1.6066 0.58933 3.8354 0.29047 0.77005 0.13986 0.028119 0.77844 8.045 5.6549 0.00070095 1.2592 -4.3428e-06 0.00033225 0.20129 2.112 0.70475 0.051515 0.33369 6.706495 0.222552 120 160
VLOG279 196.05 0.65819 0.99848 0.40277 3.9443 0.25689 0.60757 0.23033 0.022916 0.76144 7.2749 2.6997 0.0080994 1.4652 -4.5265e-05 0.0051106 0.26598 2.4684 0.74073 0.042132 0.30008 7.298368 0.195807 130 146
VLOG280 222.55 0.27221 1.1973 0.40889 3.4797 0.26931 0.8172 0.12418 0.021535 0.47985 4.9883 2.2981 0.010483 1.2685 -0.00016674 0.006183 0.21659 1.0907 0.43592 0.050122 0.39968 6.356762 0.237342 123 160
VLOG281 228.23 0.36116 1.2891 0.52148 3.6649 0.32031 0.73491 0.18767 0.023519 0.56962 6.7122 3.9788 0.0018522 1.7147 -1.6948e-06 0.0014531 0.43869 1.6065 0.58922 0.03033 0.36676 6.372884 0.106952 151 158
VLOG282 178.06 0.38834 1.1048 0.36465 3.7527 0.32401 0.65494 0.23866 0.020784 0.46801 6.1212 1.8684 0.0018481 1.7169 8.4412e-06 0.0012975 0.23439 3.432 0.84283 0.044622 0.24558 5.71967 0.0361 143 154
VLOG283 167.16 0.48198 0.96394 0.35916 3.9171 0.22914 0.62085 0.20825 0.022996 0.77657 7.523 3.0817 0.04693 0.87581 4.9948e-05 0.018679 0.41044 3.5189 0.82129 0.030854 0.2334 6.357535 0.089005 137 181
VLOG284 159.96 0.72062 0.72953 0.23345 3.3574 0.24236 0.73706 0.17615 0.017161 0.85458 5.8826 2.7563 0.15225 0.96284 -0.0027477 0.056224 0.25465 1.7238 0.66151 0.04318 0.38374 7.099092 0.257396 136 154
VLOG285 151.47 0.54706 0.81475 0.31088 3.6261 0.31319 0.70785 0.20378 0.014693 0.43317 4.5769 2.0252 0.0014382 1.4355 -1.1105e-05 0.00079063 0.24584 1.7453 0.69888 0.043927 0.40043 5.760804 0.049536 141 179
VLOG286 146.5 0.58047 1.1842 0.46557 3.9581 0.23321 0.69517 0.19256 0.016659 0.66557 7.9116 3.795 0.0023495 1.3584 -8.7852e-06 0.0011784 0.26897 2.3804 0.71432 0.041449 0.30008 6.419472 0.060599 117 165
VLOG287 284.95 0.3025 1.4 0.48212 3.7974 0.32961 0.73196 0.18732 0.035079 0.54009 8.2916 4.3954 0.084921 0.73492 -0.00029016 0.033728 0.56736 1.9416 0.55028 0.024237 0.28341 7.324131 0.28168 157 143
VLOG288 249.21 0.24797 1.5132 0.59124 3.6588 0.33905 0.6747 0.28413 0.026614 0.39483 5.6751 2.2337 0.0058577 1.4602 3.468e-05 0.0034206 0.20157 1.4781 0.51026 0.05 0.34521 7.04561 0.188775 118 185
VLOG289 228.95 0.27312 1.4997 0.49492 3.9189 0.26556 0.68687 0.17116 0.036032 1.04 12.632 7.3583 0.0015388 1.6461 1.9946e-06 0.000813 0.33129 1.2836 0.57775 0.039243 0.45012 6.784121 0.715532 118 161
VLOG290 166.38 0.38596 1.4576 0.61595 3.7748 0.34257 0.6884 0.20134 0.023871 1.1012 8.3368 4.1172 0.032243 1.2812 -1.0407e-05 0.014003 0.2762 1.6883 0.64737 0.040791 0.38344 6.727267 0.119733 145 166
VLOG291 295.82 0.30917 1.3086 0.39504 3.4611 0.54048 0.45902 0.35973 0.020326 0.54444 3.2366 1.8445 0.0015679 3.0771 2.6391e-05 0.0031902 0.19348 1.464 0.53637 0.053651 0.36637 6.103229 0.126984 165 151
VLOG292 203.66 0.41478 0.9877 0.43521 4.2219 0.20258 0.51304 0.1835 0.070569 1.2204 20.976 9.2641 0.0015991 2.0312 -6.081e-06 0.0011905 0.32107 1.2185 0.52814 0.037879 0.43345 5.480153 0.041916 140 162
VLOG293 189.25 0.23431 1.2489 0.47194 3.6383 0.28881 0.72456 0.20558 0.023603 0.56415 6.6503 2.8732 0.02402 0.80056 -0.00030408 0.011375 0.30279 3.1096 0.76234 0.039952 0.24515 4.915426 0.020151 130 182
VLOG294 201.16 0.20695 1.6304 0.61782 3.5989 0.30713 0.82607 0.151 0.021595 0.31951 6.0599 2.4883 0.078326 0.66977 -0.00046246 0.021658 0.22171 1.6899 0.59162 0.050496 0.35009 7.107855 0.48419 124 157
VLOG295 153.61 0.39911 0.96579 0.33452 3.7241 0.29558 0.67544 0.20023 0.016691 0.50841 5.3785 2.5257 0.0012329 1.5871 -1.5245e-05 0.00082287 0.24833 2.0847 0.59082 0.043341 0.28341 6.094665 0.145808 118 155
VLOG296 204.7 0.3242 1.416 0.49391 3.9578 0.27675 0.69038 0.20232 0.021497 0.60595 7.4317 2.8831 0.0053559 2.5593 2.273e-05 0.0038656 0.19733 0.9765 0.52094 0.053763 0.53348 6.708794 0.089317 102 175
VLOG297 238.58 0.18201 1.5791 0.45764 3.9048 0.23454 0.72186 0.16 0.030633 0.81524 10.52 6.7592 0.011672 1.093 -9.8979e-05 0.005839 0.22551 1.9687 0.72206 0.046915 0.36676 6.347812 0.074004 137 147
VLOG298 175.6 0.45805 1.1754 0.43718 3.8147 0.25584 0.7178 0.16294 0.02076 0.54474 7.2452 3.3566 0.010216 0.97571 1.2512e-05 0.0051722 0.24942 2.1387 0.74734 0.044175 0.34944 5.998467 0.064613 130 145
VLOG299 197.63 0.66428 0.81394 0.20625 3.9233 0.22667 0.68624 0.151 0.016706 0.70007 8.1302 2.7896 0.0012576 1.3189 -9.7594e-06 0.00054012 0.23683 1.5867 0.63484 0.046639 0.40011 3.732739 0 101 147
VLOG300 269.01 0.40905 1.1372 0.4913 3.6605 0.41655 0.56058 0.25846 0.019663 0.91732 4.8962 4.2131 0.034604 0.74022 -1.5581e-05 0.012772 0.60137 14.432 0.5261 0.022727 0.036454 5.99813 0.058931 120 194
VLOG301 229.01 0.3583 1.2253 0.46547 3.5687 0.33237 0.68824 0.23798 0.024115 0.48734 6.2064 3.0538 0.00098425 1.9729 -1.7977e-06 0.00062189 0.23627 1.6457 0.57508 0.047685 0.34944 6.051506 0.067708 90 207
VLOG302 248.68 0.20884 1.6762 0.58946 3.6822 0.32539 0.77728 0.17709 0.027501 0.36399 6.8556 4.026 0.0033053 1.9099 -5.6162e-06 0.0024932 0.34507 1.9855 0.72819 0.035531 0.36676 7.179335 0.226506 153 152
VLOG303 221.48 0.61092 0.77625 0.19198 3.5006 0.35014 0.78269 0.14083 0.016769 0.89523 5.9084 3.8037 0.00061077 1.1506 -3.6025e-06 0.00023761 0.3075 1.6269 0.59868 0.037766 0.36799 7.217005 0.32663 116 155
VLOG304 235.38 0.37098 1.0588 0.47071 3.9801 0.2103 0.65333 0.18853 0.017537 0.65909 5.3285 3.814 0.0091657 0.98579 1.8225e-05 0.0032585 0.28982 1.4554 0.65511 0.035831 0.45012 5.350548 0.0375 167 181
VLOG305 240.02 0.34117 1.0298 0.3534 3.8858 0.26256 0.64995 0.16203 0.025542 0.57031 7.5784 2.7037 0.0081866 1.3959 -5.5046e-06 0.0057224 0.34844 1.4836 0.54415 0.035294 0.36676 6.451887 0.31221 111 158
VLOG306 184.74 0.30336 1.1228 0.42705 3.7455 0.25615 0.77612 0.1787 0.01823 0.43759 4.9382 2.6415 0.00041056 1.3234 4.2878e-08 0.0001852 0.32661 1.9185 0.67165 0.036537 0.35009 1.36406 0 157 147
VLOG307 255.77 0.28249 1.5712 0.55104 3.579 0.33874 0.79978 0.17311 0.02898 0.695 8.9561 4.4448 0.0041707 1.8555 -2.473e-05 0.0035782 0.29327 1.1662 0.52494 0.041667 0.45012 6.954227 0.172414 122 163
VLOG308 204.76 0.24455 1.1544 0.41762 3.6921 0.35522 0.64437 0.26479 0.021226 0.46316 5.0262 2.1638 0.0027933 2.338 -1.1216e-05 0.0024568 0.30849 1.8846 0.66587 0.039768 0.35332 7.001939 0.383749 119 174
VLOG309 171.51 0.59837 0.75061 0.3973 3.6408 0.32686 0.46318 0.31994 0.015019 0.50647 3.2284 1.5718 0.0047541 1.779 -4.796e-05 0.0032407 0.23163 2.4347 0.73059 0.047463 0.30008 7.169174 0.208648 149 156
VLOG310 199.44 0.26186 1.4075 0.46744 3.3671 0.39598 0.77549 0.19949 0.02283 0.32774 4.8035 2.1705 0.00073836 1.8234 6.8003e-07 0.00055844 0.26875 4.4844 0.82235 0.039896 0.18338 6.750737 0.13622 172 185
VLOG311 246.08 0.22789 1.7867 0.44636 3.6176 0.33951 0.78837 0.14021 0.028466 0.35463 8.067 3.6959 0.0074426 1.2151 -3.811e-05 0.0029498 0.21712 4.9411 0.90442 0.048572 0.18304 4.621623 0.026374 114 133
VLOG312 171.67 0.59354 0.60127 0.2117 3.207 0.46873 0.70919 0.21998 0.01143 0.27626 1.8978 1.0832 0.027868 0.96356 -4.0638e-05 0.014507 0.6888 2.632 0.26327 0.020263 0.10003 3.7932 0.095745 146 166
VLOG313 279.35 0.21339 1.6999 0.46196 3.8294 0.35441 0.75863 0.17695 0.032011 0.60066 11.521 6.0271 0.0054168 2.0274 3.4686e-05 0.0049175 0.33347 2.1912 0.69405 0.03651 0.31675 5.865736 0.1 129 173
VLOG314 248.19 0.19791 1.5811 0.42785 3.6561 0.31139 0.78265 0.14291 0.02926 0.34316 7.0115 3.57 0.0025712 1.4299 -1.6781e-05 0.0015483 0.37456 3.84 0.83133 0.032051 0.21649 7.180956 0.283197 137 159
VLOG315 194.17 0.22808 1.4391 0.44433 3.6279 0.33232 0.77048 0.18405 0.023198 0.50717 7.2317 2.4629 4.4579e-05 1.0642 -8.2027e-07 1.806e-05 0.33037 2.943 0.78501 0.036697 0.26674 6.415331 0.059563 139 160
VLOG317 161.56 0.38024 1.1671 0.38917 3.7866 0.22005 0.71895 0.15707 0.020681 0.65658 7.9269 2.7141 0.011988 1.3164 -3.6189e-05 0.005804 0.32071 4.7302 0.86743 0.03444 0.18338 4.808264 0.015916 138 159
VLOG318 160.83 0.31984 1.2435 0.45024 3.7664 0.25825 0.73085 0.1982 0.019613 0.53974 6.4995 3.3648 0.012089 1.1141 -1.2454e-05 0.0053673 0.27964 1.8596 0.68205 0.04341 0.36676 5.418592 0.045564 118 172
VLOG319 364.89 0.25694 1.2124 0.2595 2.5181 0.46338 0.22283 0.13759 0.0074566 0.2235 1 0 0.033114 0.23363 5.3734e-05 0.0027282 1.215 59.984 1 0.01227 0.016671 6.536423 0.107843 118 180
VLOG320 188.32 0.54877 0.94378 0.2982 4.006 0.20265 0.59007 0.17316 0.025441 1.0865 10.354 4.7271 0.00092509 2.0607 1.6539e-06 0.00071206 0.26388 3.6235 0.83814 0.040624 0.23131 7.343966 0.236955 150 175
VLOG321 273.23 0.19192 1.6366 0.48512 3.3989 0.32378 0.8232 0.14202 0.030587 0.30238 6.227 2.3771 0.012006 0.94022 5.4547e-05 0.0052181 0.24101 2.5976 0.79408 0.044041 0.3057 4.65804 0.007771 102 84
VLOG322 213.02 0.52473 0.88535 0.42854 3.8026 0.31992 0.45082 0.29364 0.020771 0.63608 4.73 2.7358 0.0083573 2.0131 -0.00010229 0.0073157 0.64267 2.72 0.68018 0.021176 0.25007 6.863678 0.310872 120 164
VLOG323 264.59 0.29247 1.265 0.44277 3.8702 0.22807 0.7405 0.14185 0.027141 0.52571 7.94 3.9517 0.068206 1.3614 -0.00020093 0.029129 0.23402 1.7927 0.65751 0.046653 0.36676 3.855492 0.005348 114 186
VLOG324 162.85 0.41555 0.90403 0.38629 3.7179 0.25656 0.69875 0.19045 0.01421 0.34748 3.535 2.0079 0.004666 1.2311 1.9302e-07 0.0016716 0.33982 1.9816 0.66071 0.035527 0.33342 6.09058 0.131453 143 135
VLOG325 236.79 0.19997 1.7745 0.42692 3.7941 0.26332 0.78515 0.15398 0.026851 0.55982 10.275 5.5573 0.0015832 1.2622 2.9306e-06 0.00054222 0.36964 1.4098 0.6111 0.034046 0.43345 7.24083 0.212435 127 200
VLOG326 194.43 0.33472 1.2008 0.4245 3.6374 0.32725 0.64451 0.24617 0.025899 0.57554 6.7299 2.6844 0.011521 1.594 -8.5931e-05 0.0079852 0.58436 5.0311 0.75487 0.023675 0.15004 7.126563 0.145521 144 153
VLOG327 199.31 0.77242 0.64374 0.2241 3.733 0.26014 0.66519 0.23921 0.013085 0.44466 1.8453 1.3011 0.00048975 0.64813 -6.2452e-06 0.00011538 0.21744 1.0727 0.39344 0.052881 0.36676 0.59438 0 147 138
VLOG328 279.22 0.6007 0.54467 0.16887 3.4542 0.3706 0.45521 0.19548 0.011066 0.25008 1.2692 0.46386 0.0066296 0.95751 -2.7227e-05 0.0045124 0.2709 1.9825 0.72713 0.042553 0.36676 3.497914 0 133 186
VLOG329 219.71 0.70337 0.59539 0.2715 3.2792 0.40146 0.59726 0.23166 0.011526 0.21605 1.444 0.81427 0.00065635 2.5692 -3.0297e-06 0.00018136 0.32119 5.5324 0.83009 0.034704 0.15004 5.798619 0.103554 121 137
VLOG330 232.5 0.43557 1.209 0.37137 3.1728 0.52591 0.71899 0.24992 0.023601 0.64133 5.8985 2.7302 0.0041817 2.0199 -2.199e-05 0.0030896 0.39101 1.5562 0.59669 0.032633 0.38344 6.169811 0.156695 122 136
VLOG331 165.79 0.43383 1.1999 0.36376 3.9478 0.27033 0.72727 0.14422 0.021839 1.1122 10.901 6.4835 0.010176 1.3973 -9.1162e-05 0.0037334 0.31604 1.9411 0.71192 0.034845 0.36676 6.196614 0.062341 132 181
VLOG332 133.63 0.31722 0.93202 0.33052 3.7058 0.23597 0.78859 0.14303 0.015058 0.25941 2.9485 1.6657 0.017557 0.96003 -9.5748e-05 0.007084 0.21164 2.032 0.71139 0.049494 0.35009 4.918744 0.023335 171 140
VLOG333 278.35 0.25806 1.6821 0.4763 3.5047 0.36967 0.78747 0.17406 0.031818 0.36239 5.112 1.9969 0.0043697 1.1016 -5.7386e-05 0.0020983 0.15373 2.0924 0.66229 0.059437 0.31653 6.542209 0.0934 150 150
VLOG334 233.46 0.35829 1.3823 0.48912 3.7198 0.26076 0.67717 0.22298 0.022351 0.43452 5.5208 2.283 0.0015071 1.8066 -1.9926e-05 0.00085824 0.26535 0.9536 0.47693 0.043065 0.50013 5.973432 0.044313 141 131
VLOG335 222.58 0.28657 1.3349 0.5047 3.3223 0.31866 0.83518 0.16671 0.022146 0.47768 5.8903 2.251 0.01817 0.97755 -0.0001998 0.0060795 0.32289 1.4579 0.42613 0.03938 0.2923 7.525451 0.477438 121 128
VLOG336 147.15 0.4367 1.0072 0.3569 3.5416 0.34834 0.78006 0.19146 0.01557 0.30471 4.3272 2.1704 0.00030198 1.222 -2.5644e-06 0.00011102 0.31269 1.8702 0.56122 0.038498 0.30008 4.014909 0.026455 130 168
VLOG337 232.49 0.19858 1.4206 0.40789 3.5688 0.33392 0.79466 0.15707 0.023724 0.38889 6.3278 3.086 0.0056921 1.3259 -2.6782e-05 0.0026841 0.30487 2.442 0.65137 0.037674 0.26674 6.149972 0.184 154 151
VLOG338 190.11 0.25146 1.258 0.38732 3.5505 0.31356 0.73778 0.1735 0.023688 0.51184 6.7338 2.5501 0.008686 1.1934 4.5296e-07 0.0051258 0.33129 29.776 0.9928 0.036539 0.033342 6.650326 0.093369 140 158
VLOG339 156.53 0.76033 0.65661 0.2072 3.7149 0.17429 0.73584 0.15062 0.012168 0.15149 4.4464 1.993 0.00075209 1.4049 3.6699e-07 0.00032101 0.2496 0.52544 0.21899 0.048721 0.41678 6.392903 0.128378 148 173
VLOG340 226.05 0.27899 1.4476 0.60617 3.6501 0.31957 0.72471 0.19966 0.029429 0.6715 8.5689 4.12 0.0011095 1.4821 -2.1355e-06 0.00061942 0.2529 2.2136 0.73806 0.044814 0.33342 4.303691 0.004975 137 90
VLOG341 169.69 0.50839 0.95573 0.38789 3.706 0.23021 0.6875 0.20933 0.015673 0.50015 4.8947 2.6303 0.0030372 1.8608 -2.2563e-05 0.0022213 0.22496 0.83671 0.47426 0.046682 0.56682 6.357257 0.076471 115 146
VLOG343 181.46 0.36066 1.2721 0.44029 3.7585 0.29929 0.66605 0.22485 0.0236 0.67105 7.3779 2.6526 0.0065176 1.508 -5.0408e-05 0.0036608 0.35529 2.7493 0.82502 0.034594 0.30008 5.644379 0.026042 106 174
VLOG344 215.81 0.48945 0.96295 0.35602 3.6447 0.28242 0.63554 0.18869 0.023543 0.68633 6.6457 2.7603 0.022302 1.0067 -1.9116e-05 0.0088318 0.33538 2.288 0.76206 0.036014 0.33307 4.195497 0.015409 106 160
VLOG345 259.1 0.23851 1.7829 0.6693 3.9489 0.27269 0.72078 0.18264 0.032139 0.6116 11.283 6.0306 0.0038914 1.5956 -1.2107e-05 0.0021389 0.33846 1.5789 0.57909 0.035928 0.36676 7.104657 0.202797 128 147
VLOG346 172.85 0.58549 0.90003 0.30774 3.6199 0.33768 0.66052 0.25018 0.028442 1.417 8.7162 5.5207 0.022496 3.0502 5.1362e-05 0.017518 0.36296 0.99896 0.38263 0.037604 0.38303 7.113277 0.287671 127 137
VLOG347 235.63 0.58008 0.8044 0.33439 3.6679 0.47703 0.55383 0.23002 0.019393 0.85917 5.2549 3.2788 0.011164 2.4227 -1.2161e-05 0.0082802 0.26887 2.4629 0.57482 0.042691 0.2334 6.961159 0.175113 135 182
VLOG348 203.27 0.36914 1.1096 0.36767 3.8548 0.25226 0.70437 0.15783 0.025637 1.025 6.7037 4.5856 0.00017742 1.1531 -1.1212e-06 8.1983e-05 0.14314 2.2762 0.72099 0.061783 0.31675 7.029798 0.18402 138 170
VLOG350 160.51 0.32966 1.183 0.39719 3.7071 0.28464 0.75326 0.16644 0.018376 0.37757 6.6944 2.7172 0.028591 0.93028 8.2569e-05 0.0096795 0.26996 2.0184 0.67298 0.040428 0.33342 4.406112 0 164 161
VLOG351 297.63 0.4739 0.76178 0.32274 3.6441 0.29772 0.56281 0.15616 0.01226 0.49319 1.9335 1.4344 0.00045675 1.6939 5.2221e-06 0.00028531 0.30943 6.746 0.89875 0.034094 0.13323 7.263675 0.241071 132 130
VLOG352 255.17 0.58745 1.0001 0.34621 3.9547 0.23591 0.58788 0.19792 0.029496 0.86014 9.2759 3.2864 0.0054863 1.851 9.2842e-06 0.0037316 0.21867 1.786 0.71459 0.045913 0.40011 6.363725 0.061178 120 166
VLOG353 316.16 0.24071 1.8399 0.41987 3.7956 0.24888 0.80783 0.1113 0.034775 0.47959 11.205 5.7048 0.01274 0.72365 -2.0567e-07 0.004604 0.18304 2.0065 0.73593 0.054368 0.36676 5.081918 0.097561 114 150
VLOG355 216.21 0.31011 1.5181 0.45852 3.8395 0.23369 0.73467 0.17515 0.026115 0.43512 8.0087 2.3868 0.0010875 1.2366 -4.3624e-06 0.00056989 0.18762 2.1615 0.75674 0.05534 0.35009 2.930223 0 128 185
VLOG357 251.86 0.26357 1.4635 0.53633 3.9647 0.34312 0.65958 0.20079 0.039668 1.1188 13.473 8.0272 0.020606 0.88023 -6.4773e-05 0.0084184 0.39136 3.125 0.71363 0.032 0.22836 7.006056 0.121508 153 169
VLOG358 256.96 0.25102 1.5416 0.49867 3.7627 0.28557 0.76766 0.16436 0.029501 0.4625 7.6545 3.7056 0.00912 2.0697 1.4599e-05 0.0079185 0.22947 1.4566 0.63137 0.050697 0.43345 5.6869 0.07434 136 150
